CHEMICAL PROCESS & EQUIPMENT DESIGN,Nirali,"KA GAVHANE,",Pune University,,,,100,N0905.jpg,Fifth,140,Symbols IS 3232 - Valves - Pipe Joints - Supports for Pipes  and Vessels - Fabrication Drawing - Specification Sheet - Flowsheeting
ENGINEERING MATHEMATICS-III,Nirali,"DR MY GOKHALE,    DR NS MUJUMDAR,    KR ATAL,    SS KULKARNI,    AN SINGH,",Pune University,,,,400,N0941.jpg,Third,590,"Linear Differential Equations with Constant Coefficients - Simultaneous Linear Differential Equations - Applications of Differential Equations - Applications of Partial Differential Equations - System of Linear Equations - Numerical Solution of Ordinary Differential Equations - Statistics, Correlation and Regression - Probability and Probability Distributions - Vector Algebra - Vector Differentiation - Vector Integration - Application of Vectors to Fluid Mechanics - Model Question Paper - University Question Papers Dec-2009- May-2011"
BUILDING MATERIALS AND CONSTRUCTION,Nirali,"VS LIMAYE,      DR RK JAIN,    RV JADHAV,    VR PHADKE,",Pune University,,,,260,N0942.jpg,Third,345,Introduction to Building Construction - Stone and Brick Masonry - Block Masonry - Form Work - Flooring Materials - Roofing Materials - Doors and Windows - Arches and Lintels - Protective Coatings - Vertical Circulation - Safety in Construction - Miscellaneous Materials - Glass - University Question Papers
STRENGTH OF MATERIALS,Nirali,"HM SOMAYYA,    SR PAREKAR,",Pune University,,,,390,N0943.jpg,Second,582,UNIT I - Simple Stresses and Strains part-I - Simple Stresses and Strains Part - II UNIT II- Shear Force and Bending Moment Part-A- Shear Force and Bending Moment Part - B- UNIT III - Bending Stresses in Beams - Shear Stress Distribution in Beams - UNIT IV- Torsion - Strain Energy - UNIT V - Principal Stresses and Strains - Combined Loading - UNIT VI- Columns - Direct and Bending Stresses - University Question Papers
ENGINEERING GEOLOGY,Nirali,"DR P RAO,    N S JAIN,",Pune University,,,,240,N0944.jpg,Fourth,368,"Mineralogy, Petrology and General Geology - Geomorphology and Historical Geology - Structural Geology and Plate Tectonics - Preliminary Geological Studies and Remote Sensing - Geological Hazards, Ground Water and Building Stones - Role of Engineering Geology in Reservoirs, Dams and Tunnelling - Bibliography - University Question Papers"
GEOTECHNICAL ENGINEERING,Nirali,"DR R K JAIN,     S S JAIN,    V R PHADKE,",Pune University,,,,335,N0945.jpg,Fourth,516,UNIT 1 - Introduction and Index Properties - UNIT 2 - Permeability and Seepage - UNIT 3 - Compaction and Stress Distribution - Shear Strength of Soil - UNIT 5 - Earth Pressure and Stability of Slpes - UNIT - Introduction to Rock Mechanics
APPLIED THERMODYNAMICS,Nirali,"DR SN SAPALI,    SA KALE,",Pune University,,,,250,N0951.jpg,First,438,"Laws of Thermodynamics, Entropy, Availability, Ideal Gas Properties and Processes,  Properties of Steam and Vapour Processes, Vapour Power Cycles, Fuels and Combustion, Reciprocating Air Compressors, Rotary Air Compressors, Steam Generator, Analysis of Boilers"
METALLURGY,Nirali,"AS GHOLAP,    DR MS KULKARNI,",Pune University,,,,250,N0952.jpg,Second,355,UNIT I- Plastic Deformation - UNIT II- Mechanical Testing - UNIT III - Engineering Steels and Alloys - UNIT IV - Heat Treatment of Steels - UNIT V - Cast Irons and Non-Ferrous Alloys - UNIT VI - Pyrometry and Powder Metallurgy - University Question Papers
FLUID MECHANICS,Nirali,"PV SHROTRI,",Pune University,,,,350,N0953.jpg,Third,544,Introduction and Properties of Fluids - Fluid Pressure and its Measurement - Hydrostatic Forces on Surfaces - Buoyancy and Floatation - Kinematics of Fluid Flow - Dynamics of Fluid Flow - Laminar Flow - Introduction to Turbulent Flow - Boundary Layer Theory - Flow Through Pipes - Forces on Immersed Bodies - Dimensional Analysis - Solved University Papers - Unsolved University Papers
ENGINEERING MATHEMATICS-III,Nirali,"AN SINGH,    DR MY GOKHALE,    DR NS MUJUMDAR,",Pune University,,,,400,N0956.jpg,Fifth,644,"Linear Differential Equations with Constant Coefficients - Simultaneous Linear Differential Equations - Applications of Differential Equations - Laplace Transform - Inverse Laplace Transform - Fourier Transform - Applications of Differential Equations - Laplace Transform - Inverse Laplace Transform - Fourier Transform - Applications of Partial Differential Equations - Statistics, Correlation and Regression - Probability and Probability Distributions - Vector Algebra - Vector Differentiation - Vector Integration - Model Question Paper - University Question Papers"
MANUFACTURING PROCESSES,Nirali,"AK BEWOOR,    SS  KUBER,",Pune University,,,,180,N0957.jpg,First,298,SECTION I-UNIT I-Casting Proceses - UNIT II- Metal Forming Processes - UNIT III - Joining Processes - SECTION II - UNIT IV - Centre Lathe Machine - UNIT V - Milling Machines - Drilling Machines - Planning and Boring Machines - UNIT VI - Grinding Machines
SIGNALS & SYSTEMS,Nirali,"DR Y RAVINDER,",Pune University,,,,325,N0961.jpg,First,574,Introduction to Signals and Systems - System Analysis - System Analysis in Frequency Domain Using Fourier Transform - System Analysis in Frequency Domain Using Laplace Transform - Correction and Spectral Density - Probability Random Variables and Random Processes - Summary - Important Formulae - Questions - Appendix A - D - University Solved Question Papers
SOLID STATE DEVICES & CIRCUITS,Nirali,"GS MUNDADA,",Pune University,,,,475,N0962.jpg,First,822,"Diode Circuit Analysis,  Metal Oxide Semiconductor Field Effect Transistors (MOSFETs), MOSFET DC and Small Signal Analysis, Bipolar junction Transistor, Frequency Response, BJT High Frequency Analysis , Feedback Amplifier, Oscillators, Large Signal Low Frequency Amplifiers"
NETWORK ANALYSIS,Nirali,"SM INGAWALE,    MV MUNOT,    PV BHAT,    VS HENDRE,",Pune University,,,,415,N0963.jpg,Second,763,Basic Circuits Analysis and Simplification Techniques - Frequency Selective Networks - Filters and Attenuators - Laplace Transform and its Applications in Circuit Analysis - Two port Parameters and Network Functions Transmission Lines - University Solved Question papers
DIGITAL LOGIC DESIGN,Nirali,"DR MS NAGMODE,    PD  KHANDEKAR,    SS  KUIKARNI,",Pune University,,,,260,N0964.jpg,First,430,UNIT I- Combinational Logic Circuits - UNIT II- Sequential Logic Circuits - UNIT III- Introduction to HDL - UNIT IV - State Machines - UNIT V - Logic Families - UNIT VI - Programmable Logic Devices and Semiconductor Memories - Appedndix
POWER DEVICES & MACHINES,Nirali,"JB JAWALE,     PP KULKARNI,    PD KHANDEKAR,",Pune University,,,,300,N0965.jpg,First,512,UNIT I - Power Transistors - UNIT II - Thyrisotrs - UNIT III - Power Converters - I - UNIT IV- Power Converters II - UNIT V - A C - D C Motors - UNIT VI- Transformers and Special Purpose Motors - Questions
DIGITAL ELECTRONICS AND LOGIC DESIGN,Nirali,"DR M S NAGMODE,    P D KHANDEKAR,    S S KULKARNI,",Pune University,,,,270,N0972.jpg,First,424,Number System and Logic Design Minimisation Techniques - Logic Families - Combinational Logic - Sequential Loic Circuits - ASM and VHDL - PLDs and Introduction to Microprocess - Questions
DATA STRUCTURES & ALGORITHMS,Nirali,"DR V PATIL,",Pune University,,,,400,N0973.jpg,First,698,"Review of C - C Language A quick Tour - Introduction to Algorithm, Data Structures and Analysis of Algorithms - Linear Data Structures using Sequential Orgainization - Searching and Sorting - Linear Data Structures using Linked Organisaction - Stacks -Queue - Sample Programs - Glossary - Reference"
PROGRAMMING AND PROBLEM SOLVING,Nirali,"A V DHUMANE,    J R PRASAD,    P P KHARADE,",Pune University,,,,200,N0974.jpg,Third,308,General Problem Solving Concepts - Introduction to Programming Structure - Fundamental Algorithms and Factoring Methods - Array Techniques - Text Processing and Pattern Searching - Object -Oriented Programming - References - University Question Papers Dec 2009-April 2010
HUMANITIES AND SOCIAL SCIENCE,Nirali,"DR M MAHAJAN,    K RAJAN,    J R PRASAD,",Pune University,,,,210,N0975.jpg,Third,323,Indian Society - Social Development - Sectoral Development - Environment and Ecology - Economic Development - Banking and Trades - Reference Books - University Question Papers
FUNDAMENTAL OF DATA STRUCTURE,Nirali,"DR V PATIL,",Pune University,,,,315,N0983.jpg,First,538,Introduction - Introduction to C - Introduction to Data Structures and Analysis of Algorithms - Searching and Sorting - Linear Structures using Sequential Organization - Linear Data Structures using Linked Organization - Sample Programs - Glossary - Reference
COMPUTER ORGANISATION,Nirali,"J PATIL-SURVE,    M GAIKWAD-SALE,    V PAWAR-KADAM,",Pune University,,,,225,N0985.jpg,First,398,Computer Evaluation and Arithmetic - The Central Procesing Unit - The Control Unit - Memory Organization - Input-Output Organization - Parallel Organization - University Questions
MACHINE DRAWING & COMPUTER GRAPHICS,Nirali,"F HAIDERI,",Pune University,,,,285,N0986.jpg,Fifth,324,"Conventions in Machine Drawing - Dimensioning Techniques - Limits, Fits and Tolerances - Geometrical Tolerances - Surface Roughness - Principles of Machine Drawing - Principles of AutoCAD - Script File Programming - Working with AutoLISP - Appendix"
CHEMISTRY-I,Nirali,"DR V R DOSS,    V K WALEKAR,",Pune University,,,,125,N0991.jpg,First,224,Bonding and Reactivity - Reaction Mechanisms - Instrumental Methods of Analysis - Chemical Kinetics and Photochemistry - Chromatography and Batteries - Heterocyclic Compounds - Dyes - Exercise
CHEMICAL ENGINEERING FLUID MECHANICS,Nirali,"AP KULKARNI,",Pune University,,,,235,N0993.jpg,First,361,Introduction to Fluid Mechanics - Fluid Statics and its Applications Hydrostatics - Kinematics and Dynamics of Fluid Flow - Flow of Incompressible Fluids in Conduits - Boundary Layer Theory - Fluid Flow Past Immersed Bodies - Dimensional Analysis - Transportation and Metering of Fluids - Flow of Multiphase Mixtures - University Question Papers
CHEMICAL ENGINEERING MATERIALS,Nirali,"A P KULKARNI,    DR  V R DOSS,    S P KODOLIKAR,",Pune University,,,,140,N0994.jpg,First,241,Materials and Their Properties - Selection of Materials - Metals and Their Alloys - Corrosion and its Control - Polymers - Ceramics and Glasses - Summary - Questions
ENGINEERING MATHEMATICS-III,Nirali,"AN SINGH,    DR MY GOKHALE,    DR NS MUJUMDAR,    KR ATAL,    SS KULKARNI,",Pune University,,,,400,N0996.jpg,Second,616,Linear Differential Equations with Constant Coefficients - Simultaneous Linear Differential Equations - Applications of Differential Equations - Applications of Partial Differential Equations - Fourier Transform - Laplace Transform - Inverse Laplace Transform - Vector Algebra - Vector Differentiation - Vector Integration - Application of Vectors to Fluid Mechanics - Applications of Laplace Transform - Model Question Paper
HEAT TRANSFER,Nirali,"KA GAVHANE,",Pune University,,,,375,N1007.jpg,Fifteenth,427,Introduction - Conduction - Convecction - Radiation - Heat Exchangers - Evaporation - Appendix I - II - III
CHEMICAL REACTION ENGINEERING-I,Nirali,"KA GAVHANE,",Pune University,,,,450,N1012.jpg,Fourteenth,660,"Kinetics of Homogeneous Reactions, Interpretation of Batch Reactor Data, Design of Single Ideal Reactors, Design for Single Reactions,  Design for Multiple Reactions, Temperature and Pressure Effects, Basic concepts of non ideal flow."
MASS TRANSFER OPERATIONS-I(V-I),Nirali,"KIRAN D PATIL,",Pune University,,,,425,N1013.jpg,Fourth,600,"Overview of Chemical Engineering Profession, Separation Processes and Mass Transfer Operations - Fundamentals of Diffusion Mass Transfer - Mass Transfer Coefficients - Interphase Mass Transfer - Gas Absorption - Humidification and Dehumidification Operations - Equipment for Gas-Liquid Operations - Drying Operations - Appendix - Study Questions"
MECHANICAL OPERATIONS,Nirali,"KIRAN D PATIL,",Pune University,,,,330,N1014.jpg,Third,450,"Properties and Handling of Particulate Solids, Conveyors, Mixing of Solids and Pastes, Size Reduction, Mechanical  Separations : Screening, Filtration,  Separation Based on Motion of Particulate through the Fluids,  Mixing and Agitation, Fluidization, Beneficiation Process"
MASS TRANSFER OPERATIONS-II,Nirali,"KIRAN D PATIL,",Pune University,,,,390,N1015.jpg,Fifth,580,"Crystallization, Equilibrium stage processes, Distillation, Liquid-Liquid extraction and leaching oprerations, dsorption and Ion exchange, Membrance separations processes, Mass transfer with chemical recation."
FLUID MECHANICS-I,Nirali,"PV SHROTRI,",Pune University,,,,400,N1016.jpg,Third,636,"Introduction and Properties of Fluids - Fluid Pressure and its Measurement - Hydrostatic Forces on Surfaces - Buoyancy and Floatation - Kinematics of Fluid Flow - Dynamics of Fluid Flow - Dimensional Analysis - Laminar Flow - Boundary Layer Theory - Introduction to Turbulent Flow - Flow Through Pipes - University Question Papers June 2010, Dec 2010"
BUILDING PLANNING,Nirali,"A D PAWAR,    DR R K JAIN,    R P THANEDAR,    V S LIMAYE,",Pune University,,,,300,N1017.jpg,Third,336,Town Planning - Planning of Buildings - Building Rules and Bye-Laws - Ventilation - Lighting - Noise and Acoustics - Fire Protection - Building Services -Planning of Residential Buildings - Building Drawing - Planning of Public Buildings - University Question Paper
SURVEYING,Nirali,"AS SHELAR,    ST MALI,    US PATIL,",Pune University,,,,250,N1018.jpg,Third,352,Compass and Plane Table Surveying - Levelling and Contouring - Theodolite Traversing - Permanent Adjustments of a Transit Theodolite and Tacheometry - Curves - Construction Survey and Electronic Measurement Techniques
CONCRETE TECHNOLOGY,Nirali,"KB LADHANE,    MN BAJAD,    SS CHOUDHARY,",Pune University,,,,235,N1019.jpg,Third,476,"Introduction to Concrete as a Construction Material General Perspective Ingredients of Concrete - Properties, Production and Placement of Concrete - Concrete Mix Design - Testing of Concrete and Form Work - Special Concretes and Special Concreting Techniques - Deterioration and Repairs - Appendix - Experiments - Glossary"
STRUCTURAL ANALYSIS-I,Nirali,"HM SOMAYYA,    SR PAREKAR,",Pune University,,,,525,N1020.jpg,Fourth,773,"Basic Concepts of Structural Analysis  ,Slope and Deflection of Beams  ,Deflection of Beams and Frames    ,Basic Concepts of Structural Analysis  ,Slope and Deflection of Beams  ,Deflection of Beams and Frames  ,Indeterminate Beams  ,Energy Method for Displacement   ,Deflection of Trusses  ,Indeterminate Trusses  ,Plastic Theory  ,Plastic Analysis  ,Influence Lines  ,Influence Line Diagrams for Plane Trusses   ,Rolling Loads."
TRANSPORT PHENOMENA,Nirali,"BM SURYAVANSHI,    LR DONGRE,",Pune University,,,,320,N1025.jpg,Fifth,444,Introduction - Viscosity and Principles of Momentum Transfer - Velocity Distribution in Laminar Flow - The Equation of Change for Isothermal Change - Flow Properties of Fluid - Interphase Transport in Isothermal Systems - Macroscopic Balances for Isothermal Systems - Thermal Conductivity and the Mechanism of Energy Transport - Temperature Distributions in Solids and in Laminar Flow - The equations of Change for Non-Isothermal Systems and Time Smoothing - Interphase Transport in Non-Isothermal Systems - Radiation - Diffusivity and the Mechanism of Mass Transport - Concentration Distributions in Solids and in Laminar Flow - Interphase Transport in Multicomponent Systems - Appendix I-II - University Question Papers - References
CHEMICAL REACTION ENGINEERING-II,Nirali,"KA GAVHANE,",Pune University,,,,375,N1026.jpg,Nineth,504,Introduction to Heterogeneous Reactions - Kinetics of Fluid-Fluid Reactions - Design of Fluid-Fluid Reactors - Kinetics of Fluid-Particle Reactions - Design of Fluid- Particle Reactors - Solid Catalysed Reactions - G L Reactions on Solid Catalysts - Deactivating Catalysts - Enzyme Fermentation
MASS TRANSFER-II,Nirali,"KA GAVHANE,",Pune University,,,,400,N1027.jpg,Twelfth,535,Distillation - Liquid-Liquid Extraction - Adsorption and Ion Exchange - Leaching - Crystallisation - Drying - Appendix - I
THEORY OF MACHINES-I,Nirali,"HG PHAKATKAR,",Pune University,,,,375,N1031.jpg,Sixth,595,Fundamentals of Kinemeatics and Mechanisms - Velicity and Acceleration Analysis of Simple Mechanisms Graphical Methods I - Velocities by Instantaneous Centre Method - Velocity and Acceleration Analysis of Mechanisms Graphical Methods II - Velocities and accelerations by Kleins Construction Velocities and Accelerations by Analytical Method - velocities and Accelerations by vector Algebra Method - Velocities and Accelerations by Complex Algebra Method - Hookes Jonint - Introduction to Synthesis of Linkages - Static and Dynamic Force Analysis - Appendix I
INTERNAL COMBUSTION ENGINES,Nirali,"AP DESALE,    DK CHAVAN,    DR SN SAPALI,",Pune University,,,,200,N1032.jpg,First,346,"Introduction - Spark Ignition SI Engines - Compression Ignition CI Engines - Engine Systems and Components - Performance, Characteristics and Testing of I C Engine - Fuels and Emission of IC Engine"
ELECTRICAL TECHNOLOGY,Nirali,"BH DESHMUKH,    PP NIKAM,",Pune University,,,,400,N1034.jpg,First,742,Electrical Power Measurements - Electrical Energy Measurements - Tariffs - Illumination - Single Phase Transformers - Three Phase Transformers - Three Phase Induction Motors - Single Phase Induction Motors - Synchronous Generators - D C Generators - D C Motors - Special Purpose Motors - Power Semiconductor Devices - Electric Drives - Speed Control of Electric Motors Using Semiconductor Devices
STRENGTH OF MACHINE ELEMENTS,Nirali,"HM SOMAYYA,    SR PAREKAR,    VN CHOUGULE,",Pune University,,,,425,N1035.jpg,First,697,Simple Stresses and Strains Part - I - Simple Stresses and Strains Part II- Strain Energy - Shear Force and Bending Moment Part A - Scope and Deflection of Beams Macaulays Method - Principal Stresses and Strains - Combined Loading - Bending Stresses in Beams - Shear Stress Distribution in Beams - Torsion - Buckling of Columns - Design Process - Design of Simple Machine Parts - Exercise
PRODUCTION TECHNOLOGY,Nirali,"AK BEWOOR,    SS KUBER,",Pune University,,,,225,N1036.jpg,First,366,"Theory of Metal Cutting, Design of Cutting Tools, Broaching Machines , Gear Manufacturing, Thread Manufacturing, Introduction to NC, CNC Machines , Non-Traditional Machining Process , Sheet Metal Working, Jigs and Fixtures"
ENGINEERING MATHEMATICS-III,Nirali,"AN SINGH,    DR  NS  MUJUMDAR,    DR MY GOKHALE,    KR ATAL,    SS KULKARNI,",Pune University,,,,415,N1041.jpg,Seventh,615,"SECTION I - Linear Differential Equations with Constant Coefficients - Simultaneous Linear Differential Equations, Symmetric Simultaneous Differential Equations and Applications - Complex Differentiation - Complex Integration and Conformal Mapping - Fourier Transform - The Z-Transform - SECTION II - Statistics, Correlation and Regression - Probability and Probability Distributions - Vector Algebra - Vector Differentiation - Vector Integration - Applications of Vectors to Electromagnetic Fields - Model Question Paper - University Question Papers - Dec 2009, May 2010, Dec 2010"
INTEGRATED CIRCUITS AND APPLICATIONS,Nirali,"D S PANDIT,",Pune University,,,,200,N1042.jpg,First,290,"1 Operational Amplifiers Building Blocks, 2 Op-Amp Performance Parameters, 3 Applications of Op-Amps-I, 4 Applications of Op-Amps- II, 5 Active Filters And Phase Locked Loops"
DATA STRUCTURES,Nirali,"S K GONDHALEKAR,    V S TIDKE,    V J DHARKAR,",Pune University,,,,340,N1044.jpg,First,437,"ARRAYS FUNCTIONS AND SEARCHING, SORTING, POINTERS, STRUCTURES, UNION POLYNOMIAL REPRESENTATION,  LINKED LIST, STACKS, TREES, GRAPHS"
COMMUNICATION THEORY,Nirali,"GR PATIL,    RC JAISWAL,",Pune University,,,,300,N1045.jpg,First,505,"Introduction to Electronic Communication, Amplitude Modulation (Approach - 1), Amplitude Linear Modulation (Approach - 2), Angle Modulation (FM and PM) Techniques (Approach - 1) , Angle (Exponential) Modulation (Approach - 2),  AM and FM Receivers, Noise, Behaviour of Analog Systems in Presence of Noise, Digital Transmission of Analog Signals,  Pulse Modulation."
ENGINEERING MATHEMATICS-III,Nirali,"AN SINGH,    DR  M Y GOKHALE,    DR  NS MUJUMDAR,    KR ATAL,    SS KULKARNI,",Pune University,,,,400,N1046.jpg,Fourth,603,"Linear Differential Equations with Constant Coefficients - Simultaneous Linear Differential Equations, Symmetric Simultaneous - Complex Differentiation - Complex Integration and Conformal Mapping - Fourier Transform - The Z-Transform - Interpolation, Numerical Differentiation and Integration - Numerical Solution of Ordinary Differential Equations - Vector Algebra - Vector Differentiation - Vector Integration - Applications of Vectors to Electromagnetic Fields - Model Question Paper - University Question Papers"
MICROPROCESSOR AND INTERFACING TECHNIQUES,Nirali,"PP GUMASTE,    SB BADHE,    SB PATIL,",Pune University,,,,250,N1052.jpg,First,400,"Introduction to 16 bit Microprocessor, Addressing Modes, 8086 Interrupt Structures, Study of Peripherals Strips, 8729 Keyboard and Display Controller, Minimum and Maximum mode of 8086"
COMPUTER GRAPHICS,Nirali,"PINKY JAIN,",Pune University,,,,170,N1054.jpg,First,297,"Basic Concepts, Polygons, Geometric Transformations , Segements, Hidden Surface and Lines, Curves and Fractals"
DATA STRUCTURES AND FILES,Nirali,"S K GONDHALEKAR,    V S TIDKE,    V J DHARKAR,",Pune University,,,,300,N1064.jpg,First,483,Files - Stacks - Trees - Graphs - Symbol Tables - Sample Programs - References
DATA COMMUNICATION,Nirali,"GR PATIL,    RC JAISWAL,",Pune University,,,,280,N1065.jpg,Second,502,"Networks and Models - Signals and Data - Digital Transmission System - Modulation Techniques - Multiplexing and Spread Spectrum System - Transmission Media - Switching Systems, Cable Modem and DSL Technology - Error Control and Data Link Layer - Multiple Access and Ethernet - Devices, Backbone Networks and SONET - Exercises"
CHEMISTRY - II,Nirali,"DR V R DOSS,    DR S N TIRTHAKAR,    V K WALEKAR,",Pune University,,,,150,N1072.jpg,First,254,Adsorption and Catalysis - Biomolecules - Spectroscopy - Transition Elements and Co-ordination Chemistry - Green Chemistry and Biotechnology - Waste Treatments - Review Questions
PRINCIPLES OF DESIGN,Nirali,"AP KULKARNI ,",Pune University,,,,210,N1074.jpg,First,312,"Basic Principles of Design - Basic Principles of Strength of Material - Design of Machine Elements - I - Design of Machine Elements - II - Design of Joints - Piping, Valves and Pumps"
CHEMICAL ENGINEERING THERMODYNAMICS-I,Nirali,"KA GAVHANE,",Pune University,,,,375,N1075.jpg,Thirteen,612,Introduction and Basic Concepts - First Law of Thermodynamics - PVT Behaviour and Heat Effects - Second Law of Thermodynamics - Thermodynamic Properties of Pure Fluids - Refrigeration - Solved Examples
STRUCTURAL ANALYSIS-II,Nirali,"HM SOMAYYA,    DR SR PAREKAR,",Pune University,,,,400,N1081.jpg,Third,677,Slope-deflection method - Moment distribution method - Arches - Flexibility method - Stiffness method - Finite difference method and approximate analysis of multistoried frames - University solved question papers
INFRASTRUCTURE ENGG. & CONSTRUCTION TECHNIQUES,Nirali,"DR RK LAD,    MR APTE,     P S KULKARNI,    US PATIL,    VR PHADKE,",Pune University,,,,360,N1082.jpg,Fourth,496,"Introduction - Rails - Track Gauges and Standards - Formation - Ballast - Sleepers - Track Fittings and Fastenings - Geometric Design - Points, Crossings and Turn-outs - Construction and Track Maintenance - Modernization in Railways - Tunneling - Docks and Harbours - Construction Techniques - Precast Elements - Earth Moving Equipments - Economic, Maintenance and Repair of Construction Equipments - Concreting Methods - Miscellaneous Techniques - University Question Papers"
STRUCTURAL DESIGN-I,Nirali,"MN BAJAD,",Pune University,,,,310,N1083.jpg,Third,324,"The Basis of Structural Design and Tension Members, Compression Members, Flexural Members and Beam Column, Design of Welded Plate Girder and Roof Truss"
FLUID MECHANICS-II,Nirali,"PV SHROTRI,",Pune University,,,,425,N1084.jpg,Fourth,597,Fluid Flow Around Submerged Objects - Unsteady Flow - Impact of Jet - Hydraulic Turbines - Centrifugal Pumps - Introduction to Open Channel Flow - Uniform Flow in Open Channels - Depth-Energy Relationship in Open Channel Flow - Gradually Varied Flow in Open Channels - Hydraulic Jump - University Question Papers
ADVANCED SURVEYING,Nirali,"AS SHELAR,    GB DESHPANDE,    MV JADHAV,",Pune University,,,,350,N1085.jpg,Forth,468,Geodetic Surveying and GPS. Triangulation Adjustment. Trigonometric Levelling and Setting out Works. Arial Photogrammetry. Remote Sensing and Geographical Information System. Hydrographic Surveying.
MACHINE DESIGN,Nirali,"FARAZDAK HAIDERI,",Pune University,,,,400,N1091.jpg,First,656,"Shafts, Keys and Couplings, Power Screws, Threaded Joints, Welded Joints, Design of Flywheel, Mechanical Springs, Belt and Rope Drives, Appendix."
THEORY OF MACHINES-II,Nirali,"HG PHAKATKAR,",Pune University,,,,430,N1093.jpg,First,670,"Friction - Friction Clutches - Brakes and Dynamometers - Cams and Followers - Gyroscopes - Governors - Spur Gears - Helical Gears - Spiral Gears, Worm and Worm Gears - Bevel Gears - Gear Trains and Inertia of Geared Systems - Exercise"
COMPUTER ORIENTED NUMERICAL METHODS,Nirali,"MT PURANIK,    VN CHOUGULE,",Pune University,,,,360,N1095.jpg,First,554,Programming Language and Solver. Roots of Equations. Numerical integration. Interpolation. Numerical Differentiation. Solution of Linear Simultaneous Equations. Curve Fitting. Errors and Approximations. Numerical Solution of Ordinary Differential Equations. Finite Difference Methods. Numerical solution of Partial Differential Equations.
DIGITAL COMMUNICATION,Nirali,"GR PATIL,    RC JAISWAL,",Pune University,,,,425,N1102.jpg,Second,635,"1.Fourier Series and Fourier Transforms (Revision)\r\n2.Theory of Probability (Revision)\r\n3.Introduction and Overview of Digital Communication (Revision)\r\nUnit \u2013I 4.Digital Transmission of Analog Signals\r\n5.Pulse Code Modulation\r\n6.Delta Modulation and Predictive Coding\r\nUnit- II7.Digital Multiplexers and Line Coding\r\n8.Detection of Baseband Signals in Presence of Noise\r\nUnit-III9.Random Process\r\n10. Noise\r\nUnit- IV 11.Digital Continuous Wave Modulation\r\nUnit-V   12.Detection and Performance Analysis of Bandpass Signals\r\nUnit-VI   13.Spread Spectrum Techniques\r\n14.Multisuer Radio Communications\r\nAppendix A, Appendix B, Appendix C, Appendix D, Appendix E, University Solved Question Papers"
NETWORK SYNTHESIS AND FILTER DESIGN,Nirali,"PV BHAT,    SD RUIKAR,    VIJAYKUMAR KARRA,    MOUSAMI V MUNOT,",Pune University,,,,375,N1103.jpg,Second,597,Network Functions and Fundamentals of Network Synthesis. Synthesis of One Port Network. Synthesis of Transfer Functions. Passive Filter Design. Active Filter Design. Sensitivity and Performance Parameters. Model Question Paper.
MICROCONTROLLERS AND APPLICATIONS,Nirali,"V K PATIL,",Pune University,,,,325,N1104.jpg,First,526,Introduction to Microcontroller. 8052 Architecture. MCS-51 Addressing Modes and Instructions. Serial and Parallel Port Interfacing Details. PIC Microcontroller. System Design Detail. Appendix A.
DIGITAL SIGNAL PROCESSING,Nirali,"DR M S NAGMODE,    DR R K PRASAD,    H D SHINDE,",Pune University,,,,325,N1105.jpg,First,475,"Characterisation of Ltidt System and Time Domain Analysis of DT System. Fourier Analysis of Discrete-Time System. DT System Analysis Using Z-Transform. Digital Filters. Multirate Sampling. DSP Hardware Plateform. Appendix. A,B,C."
DATABASE MANAGEMENT SYSTEMS,Nirali,"S GUJAR-TAKALE,",Pune University,,,,390,N1111.jpg,Third,588,Introduction - Data Modelling - Relational Model - Relational Query Languages - Introduction to SQL - SQL DML Queries - Relational Database Design - File Systems - Introduction to Query Processing - Transaction Management - Relational Query Languages - Database Systems Architecture - Database Analysis and Design Techniques - New Applications - Proficiency Examination - Glossary - Structural Query Languages Questions - Sample Solved Paper - Sample Papers I and II - University Question Papers
DIGITAL SIGNAL PROCESSING,Nirali,"DR RK PRASAD,    RS PRASAD,",Pune University,,,,350,N1112.jpg,Second,544,Signals and Systems - Frequency Domain Representation of a Signal - Fast Fourier Transform FFT and Z-Transform ZT - Analysis of DT-LTI Systems - Digital Filter Design - Filter Structures and DSP Processors - University Question Papers
THEORY OF COMPUTATION,Nirali,"DR V PATIL,    V PAWAR,",Pune University,,,,325,N1115.jpg,First,504,Finite Automata - Regular Expressions and Languages - Context Free Grammars CFG and Languages - Regular Grammar and CFL - Push Down Automata - Turing Machine - Recursively Enumerable Languages and Un-Decidability For Computer Only - References
COMPUTER NETWORK TECHNOLOGY,Nirali,"A V DHUMANE,",Pune University,,,,335,N1123.jpg,First,585,"Network Layer. Network Layer Protocols. Transport Layer. Multimedia Networking. Wireless and Broadband Network. Important Points. Appendix A, B, C. References. University Question Papers."
SOFTWARE ENGINEERING,Nirali,"RAJESH PRASAD,",Pune University,,,,260,N1125.jpg,First,405,Introduction to Software Engineering. Requirements Engineering. Design Engineering. Architectural Design. Project Management. Software Estimation and Change Management. Appendix -I:Case Studies. Appendix-II: Key Points. Model Question Papers
